104,BAT E/W BAS ,null,4000,photos/products/test4.jpg,1,1,,,11,95061,12,2,PACK,bat-ew-bas
105,BAT E/W BAS COMMANDER ,null,12600,photos/products/test4.jpg,1,1,,,11,95069920,12,SH,GM,bat-ew-bas-commander
106,BAT E/W BAS KING HITTER ,null,9200,photos/products/test4.jpg,1,1,,,11,95069920,12,SH,GM,bat-ew-bas-king-hitter
107,BAT E/W BAS SUPREME ,null,11400,photos/products/test4.jpg,1,1,,,11,95069920,12,SH,GM,bat-ew-bas-supreme
108,BAT E/W DSC BRAVADO DARE ,null,11899,photos/products/test4.jpg,1,1,,,11,95069920,12,SH,PACK,bat-ew-dsc-bravado-dare
109,BAT E/W DSC BRAVADO JIVE ,null,9699,photos/products/test4.jpg,1,1,,,11,95069920,12,SH,GM,bat-ew-dsc-bravado-jive
110,BAT E/W DSC BRAVADO RANT ,null,7899,photos/products/test4.jpg,1,1,,,11,95069920,12,SH,GM,bat-ew-dsc-bravado-rant
111,BAT E/W DSC IBIS 100 ,null,7099,photos/products/test4.jpg,1,1,,,11,95069920,12,SH,GM,bat-ew-dsc-ibis-100
112,BAT E/W DSC SPLIT 4.0 ,null,14999,photos/products/test4.jpg,1,1,,,11,95069920,12,SH,PACK,bat-ew-dsc-split-40
113,BAT E/W DSC XLITE 4.0 ,null,14999,photos/products/test4.jpg,2,1,,,11,95069920,12,SH,PACK,bat-ew-dsc-xlite-40
114,BAT E/W DSC XLITE 5.0 ,null,9599,photos/products/test4.jpg,1,1,,,11,95069920,12,SH,GM,bat-ew-dsc-xlite-50
115,BAT E/W GM 303 ,null,5999,photos/products/test4.jpg,1,1,,,11,95069920,12,5,PACK,bat-ew-gm-303
116,BAT E/W GM 303 ,null,6379,photos/products/test4.jpg,1,1,,,11,95069920,12,SH,PACK,bat-ew-gm-303
117,BAT E/W GM 606 ,null,10725,photos/products/test4.jpg,1,1,,,11,95069920,12,SH,PACK,bat-ew-gm-606
118,BAT E/W GM CHROMA 303 ,null,5499,photos/products/test4.jpg,2,1,,,11,95069920,12,4,PACK,bat-ew-gm-chroma-303
119,BAT E/W GM CHROMA 303 ,null,6199,photos/products/test4.jpg,2,1,,,11,95069920,12,5,PACK,bat-ew-gm-chroma-303
120,BAT E/W GM CHROMA 303 ,null,6199,photos/products/test4.jpg,2,1,,,11,95069920,12,6,PACK,bat-ew-gm-chroma-303
121,BAT E/W GM CHROMA 303 ,null,6799,photos/products/test4.jpg,2,1,,,11,95069920,12,SH,PACK,bat-ew-gm-chroma-303
122,BAT E/W GM ICON 505 ,null,11799,photos/products/test4.jpg,1,1,,,11,95061,12,SH,PACK,bat-ew-gm-icon-505
123,BAT E/W GRAYNICOLLS GN 10 ,null,59999,photos/products/test4.jpg,1,1,,,11,9506,12,SH,PACK,bat-ew-graynicolls-gn-10
124,BAT E/W GRAYNICOLLS GN 4 BLACK ,null,7899,photos/products/test4.jpg,1,1,,,11,9506,12,SH,PACK,bat-ew-graynicolls-gn-4-black
125,BAT E/W GRAYNICOLLS INFERNO GN3 ,null,6699,photos/products/test4.jpg,2,1,,,11,9506,12,SH,PACK,bat-ew-graynicolls-inferno-gn3
126,BAT E/W GRAYNICOLLS INFERNO GN5 ,null,10499,photos/products/test4.jpg,1,1,,,11,95061,12,SH,GM,bat-ew-graynicolls-inferno-gn5
127,BAT E/W GRAYNICOLLS LIMITED EDITION ,null,16999,photos/products/test4.jpg,1,1,,,11,9506,12,SH,PACK,bat-ew-graynicolls-limited-edition
128,BAT E/W GRAYNICOLLS MAAX GN2 ,null,5999,photos/products/test4.jpg,2,1,,,11,9506,12,SH,PACK,bat-ew-graynicolls-maax-gn2
129,BAT E/W GRAYNICOLLS MAAX GN4 ,null,7899,photos/products/test4.jpg,2,1,,,11,9506,12,SH,PACK,bat-ew-graynicolls-maax-gn4
130,BAT E/W GRAYNICOLLS MAAX GN5 ,null,6999,photos/products/test4.jpg,1,1,,,11,9506,12,SH,PACK,bat-ew-graynicolls-maax-gn5
131,BAT E/W GRAYNICOLLS NITRO GN1.5 ,null,5099,photos/products/test4.jpg,2,1,,,11,9506,12,SH,PACK,bat-ew-graynicolls-nitro-gn15
132,BAT E/W GRAYNICOLLS NITRO GN2 H ,null,4499,photos/products/test4.jpg,2,1,,,11,9506,12,SH,PACK,bat-ew-graynicolls-nitro-gn2-h
133,BAT E/W HRS PREDATOR ,null,9600,photos/products/test4.jpg,1,1,,,11,95061,12,SH,PACK,bat-ew-hrs-predator
134,BAT E/W MRF ABD 17 ,null,10130,photos/products/test4.jpg,1,1,,,11,9506,12,SH,PACK,bat-ew-mrf-abd-17
135,BAT E/W MRF ELEGANCE ,null,5400,photos/products/test4.jpg,1,1,,,11,9506,12,SH,PACK,bat-ew-mrf-elegance
136,BAT E/W NB DC 570 ,null,5499,photos/products/test4.jpg,1,1,,,11,9506,12,6,PACK,bat-ew-nb-dc-570
137,BAT E/W NB DC640+ ,null,10999,photos/products/test4.jpg,1,1,,,11,9506,12,SH,PACK,bat-ew-nb-dc640
138,BAT E/W NB HERITAGE ,null,9999,photos/products/test4.jpg,2,1,,,11,9506,12,SH,PACK,bat-ew-nb-heritage
139,BAT E/W NEW BALANCE DC 580 ,null,9699,photos/products/test4.jpg,1,1,,,11,95061,12,SH,PACK,bat-ew-new-balance-dc-580
140,BAT E/W NIKE DRIVE ,null,4999,photos/products/test4.jpg,1,1,,,11,95061,12,SH,PACK,bat-ew-nike-drive
141,BAT E/W PROTOS THUNDER ,null,3950,photos/products/test4.jpg,1,1,,,11,95061,12,SH,GM,bat-ew-protos-thunder
142,BAT E/W PUMA KINETIC 3000 ,null,8999,photos/products/test4.jpg,1,1,,,11,95061,12,SH,PACK,bat-ew-puma-kinetic-3000
143,BAT E/W SF CAMO-ADI 2 ,null,9200,photos/products/test4.jpg,1,1,,,11,9506,12,SH,GM,bat-ew-sf-camo-adi-2
144,BAT E/W SF CAMO-ADI 2 ,null,8100,photos/products/test4.jpg,1,1,,,11,9506,12,SH,GM,bat-ew-sf-camo-adi-2
145,BAT E/W SF CAMO-ADI 3 ,null,8800,photos/products/test4.jpg,1,1,,,11,9506,12,SH,GM,bat-ew-sf-camo-adi-3
146,BAT E/W SF SAPP AUTOGRAPH ,null,2665,photos/products/test4.jpg,1,1,,,11,9506,12,6,GM,bat-ew-sf-sapp-autograph
147,BAT E/W SF SUPER ,null,2600,photos/products/test4.jpg,1,1,,,11,9506,12,6,GM,bat-ew-sf-super
148,BAT E/W SF XTREME ,null,11999,photos/products/test4.jpg,4,1,,,11,9506,12,SH,PACK,bat-ew-sf-xtreme
149,BAT E/W SG NEXUS XTREME ,null,7899,photos/products/test4.jpg,1,1,,,11,9506,12,SH,GM,bat-ew-sg-nexus-xtreme
150,BAT E/W SG RP XTREME ,null,6749,photos/products/test4.jpg,1,1,,,11,9506,12,SH,PACK,bat-ew-sg-rp-xtreme
151,BAT E/W SG RSD XTREME ,null,3999,photos/products/test4.jpg,1,1,,,11,9506,12,SH,GM,bat-ew-sg-rsd-xtreme
152,BAT E/W SG RSD XTREME ,null,3349,photos/products/test4.jpg,2,1,,,11,9506,12,6,GM,bat-ew-sg-rsd-xtreme
153,BAT E/W SG SIERRA 150 ,null,4399,photos/products/test4.jpg,1,1,,,11,9506,12,SH,GM,bat-ew-sg-sierra-150
154,BAT E/W SG SLAMMER CLASSIC ,null,7299,photos/products/test4.jpg,2,1,,,11,9506,12,SH,GM,bat-ew-sg-slammer-classic
155,BAT E/W SG SLAMMER CLASSIC ,null,5499,photos/products/test4.jpg,1,1,,,11,9506,12,6,GM,bat-ew-sg-slammer-classic
156,BAT E/W SG SUNNY TONNY ,null,19799,photos/products/test4.jpg,1,1,,,11,9506,12,SH,GM,bat-ew-sg-sunny-tonny
157,BAT E/W SG SUNNY TONNY XTREME BLK ,null,24749,photos/products/test4.jpg,1,1,,,11,95061,12,SH,PACK,bat-ew-sg-sunny-tonny-xtreme-blk
158,BAT E/W SG THUNDER STRIKER ,null,4199,photos/products/test4.jpg,2,1,,,11,9506,12,6,GM,bat-ew-sg-thunder-striker
159,BAT E/W SG TRIPLE CROWN ICON ,null,9899,photos/products/test4.jpg,2,1,,,11,9506,12,SH,GM,bat-ew-sg-triple-crown-icon
160,BAT E/W SLAZENR V500 ,null,4000,photos/products/test4.jpg,1,1,,,11,95061,12,SH,GM,bat-ew-slazenr-v500
161,BAT E/W SPARTAN  FIGHTER ,null,16000,photos/products/test4.jpg,1,1,,,11,95061,12,SH,GM,bat-ew-spartan-fighter
162,BAT E/W SS  VINTAGE ,null,6400,photos/products/test4.jpg,1,1,,,11,9506,12,SH,GM,bat-ew-ss-vintage
163,BAT E/W SS DYNASTY ,null,5730,photos/products/test4.jpg,1,1,,,11,95061,12,6,GM,bat-ew-ss-dynasty
164,BAT E/W SS ELITE ,null,4680,photos/products/test4.jpg,1,1,,,11,95061,12,SH,GM,bat-ew-ss-elite
